"Bewertungs_ID","Specificity_Score","Problem_Identification_Score","Solution_Offering_Score","Explanation_Score","Total_Score","Constructivity"
"rev-5b4f577e-47a4-47d1-94c5-bc53f49f4df1",3,2,2,3,7.5,1
"rev-bf9bd199-e2e0-4623-be5c-e73d99360d44",2,1,2,2,3.75,0
"rev-bec000f3-b3d2-4cf4-b446-c51ec570ce02",3,3,1,3,7.5,1
"rev-d82250d5-425b-47e3-ac15-2ab1e1ebaf81",3,1,1,2,3.75,0
"rev-22e26bb1-117f-4269-b327-8d3116d299de",2,1,1,2,2.5,0
"rev-6710a189-e41e-44ee-8769-bbcafaa1a7f7",3,3,1,1,5,1
"rev-4fbe8480-dc33-468b-ad47-15538624bd80",2,1,1,2,2.5,0
"rev-0d5eeb69-cb3e-45e6-b204-832ff13d6dd8",1,1,1,1,0,0
"rev-cdd080f9-e08e-400e-a74c-ae61e8666d04",2,1,1,1,1.25,0
"rev-4de3d587-b82f-4a0d-9b27-5b45a07525c6",2,3,1,1,3.75,0
"rev-20d484f4-5554-4893-9053-849d19198904",2,1,1,1,1.25,0
"rev-a59a4468-249d-4aee-9b36-83f171c9a5fc",1,1,1,1,0,0
"rev-3cc81029-02df-4687-a2cd-2c6a0e2c0b33",2,1,1,2,2.5,0
"rev-03563854-d5ff-484a-8cc0-715ef887b3ad",2,1,1,2,2.5,0
"rev-c793b2a2-ab46-4c58-bee0-b827e388990e",1,1,1,1,0,0
"rev-ea6393a1-e8f5-430c-9b0b-8df7db8d5090",3,1,1,2,3.75,0
"rev-56c653d3-6f65-494e-bd83-4084c6e0db4b",2,2,1,2,3.75,0
"rev-7b33d054-94f1-4559-8dc3-ab27be34ed18",2,1,1,1,1.25,0
"rev-15234d2a-092e-4555-b88a-db088a2f9dc0",1,1,1,1,0,0
"rev-38c49c87-0c8c-4a93-b8a6-ff7c9bbbc724",2,1,1,1,1.25,0
"rev-a4ac07a4-84ca-43f0-bb3c-29e693ab35a0",2,1,1,1,1.25,0
"rev-a0e21310-ffcc-4c15-95b8-3120e9f5b905",3,2,1,2,5,1
"rev-a7bbca2d-39a8-49ca-9e2f-710fbb0e7ba0",1,1,1,1,0,0
"rev-8f8fcfdd-5f54-40a8-bb36-8a7e345f2291",3,1,1,2,3.75,0
"rev-e82eb44b-1ea5-4b1c-9c7f-d81c8cc562ed",3,3,3,3,10,1
"rev-b0888a3d-4015-41d1-a1e8-856c67389220",1,1,1,1,0,0
"rev-fa2cff34-5c62-4530-b117-a2fa19cc140f",3,3,1,3,7.5,1
"rev-f5229ab2-f046-42cf-95a3-1ee8d601a802",2,1,1,1,1.25,0
"rev-51f86aa9-5833-45e7-97a7-b13fad1dff8d",3,3,1,3,7.5,1
"rev-dfb60b3f-654d-45e2-9a4d-066dc210f99a",2,3,1,2,5,1
"rev-bc8bcd42-e003-4c68-8bce-9c5469777b90",3,1,1,3,5,1
"rev-ebe86397-0d37-4f67-a7b6-0e9d30a45e26",2,1,1,2,2.5,0
"rev-3f6be1ba-f523-4e51-b1e7-b1d24fdb4d5e",2,1,1,1,1.25,0
"rev-a3a1b35e-9f6c-426c-a13f-fa205fc08ec9",1,1,1,1,0,0
"rev-2a094cdd-1e7b-43cf-863f-2194eba9c52d",3,3,1,2,6.25,1
"rev-a800d08e-294d-4367-8cd9-d58d7997f732",3,1,1,3,5,1
"rev-786c344c-fbde-4e37-a91f-32bc6a4fccb2",2,1,1,2,2.5,0
"rev-ffffb1cc-3f7e-4809-9d1c-0c35221249e2",1,1,1,1,0,0
"rev-1e5a980f-98b5-4271-9149-05616dcbc0b9",2,3,1,2,5,1
"rev-54e86b54-2486-4880-a743-1dd0beeca81b",3,1,1,3,5,1
"rev-22f4a140-66a2-47f3-ae83-b52d5531781f",2,1,1,1,1.25,0
"rev-417a02fb-c5dc-47fa-bbc1-9e2fe341ee9f",2,2,1,2,3.75,0
"rev-210431b0-41b9-4208-9a36-3947bca99071",1,1,1,1,0,0
"rev-a3669f7b-604b-4dc8-b26c-9d7b29f5b24c",3,3,2,2,7.5,1
"rev-befa177e-eaaf-4775-9098-67845dd62a3a",2,1,1,2,2.5,0
"rev-2da0ef67-f5fc-44c1-8082-6287866c21f7",3,3,2,3,8.75,1
"rev-1e06b518-3674-42ec-9b7b-2cd72c8527d1",3,3,1,2,6.25,1
"rev-d94bc245-21cf-46d8-bff9-c3b3bbf81786",3,1,1,2,3.75,0
"rev-f1214446-1c75-4926-b40a-7109a14cff59",3,2,2,3,7.5,1
"rev-6a2493f0-5e6f-4f6c-bc3b-1593e9e0b5a9",3,1,1,2,3.75,0
"rev-2e92930b-20ed-409a-9787-94a7826d2aee",2,1,1,2,2.5,0
"rev-78a5da3a-d688-4c4c-95ad-65f67a19c56e",2,1,1,2,2.5,0
"rev-98553cf9-59c0-47b8-8277-a41d8168be17",3,3,2,3,8.75,1
"rev-d927fbd0-ab53-4d4e-9da6-263e83635dcd",1,1,1,1,0,0
"rev-c4460d16-2fc8-4bb4-9da8-13239a216cb5",1,1,1,1,0,0
"rev-06e3e954-352e-442d-ada2-f84e6e9873c2",2,1,1,1,1.25,0
"rev-7fd30aa4-c4be-4da8-88dd-123824c67737",2,3,1,2,5,1
"rev-61019c78-67bf-4c17-9db6-9bee8deb169f",3,1,2,3,6.25,1
"rev-ed8c4dff-de14-473b-8d97-453d4d8b341a",3,1,1,2,3.75,0
"rev-213f0cab-616a-49e3-9e12-61f5bb0836bd",2,3,1,1,3.75,0
"rev-9dc34a54-9626-4cac-8dfc-12036a00ea93",2,1,1,1,1.25,0
"rev-a4a820f5-ef28-47e3-9fff-4638218b6cdc",3,3,1,2,6.25,1
"rev-898d9009-85f0-4c91-9b82-4901334e98d5",1,1,1,1,0,0
"rev-70920a77-a3a7-4141-8805-bd693e8af227",2,1,1,2,2.5,0
"rev-22e6104c-8bed-42bd-b80b-f000a27d4073",1,1,1,1,0,0
"rev-a39778a5-e45a-4ea8-8e9e-5c0c619955c3",2,1,2,2,3.75,0
"rev-3f6254ab-4e21-46b0-a9ff-c013f406b8dc",1,1,1,1,0,0
"rev-5f687263-1ce7-412b-88e4-8a95907118c8",1,1,1,1,0,0
"rev-11cc927d-762c-40d3-83d2-721df4d1efa9",1,1,1,1,0,0
"rev-7ad02439-5282-4fcd-978d-9840e6e10f92",3,3,2,3,8.75,1
"rev-961617d3-92ee-4c33-b55b-2b4c79ef49c6",2,1,1,2,2.5,0
"rev-81be1410-29db-432f-ae20-77e93e810744",3,1,1,3,5,1
"rev-5c37a7fa-28c9-45ba-9b80-47454e3faa97",2,2,1,2,3.75,0
"rev-388fbfa3-7a24-4ec5-b697-db85cb7f3e2e",2,1,1,2,2.5,0
"rev-0c9147bb-d45e-4204-9c5f-025da460720e",1,1,1,1,0,0
"rev-c318090a-d559-49a9-9951-5f89f7533a35",2,1,1,2,2.5,0
"rev-2ed3b7c6-400c-4a56-ba97-a04f6a024da9",2,1,1,2,2.5,0
"rev-d8470a85-2d8a-4c83-8bed-848b0e1f0ea9",2,2,1,3,5,1
"rev-e5b20e84-c984-4e4b-8e29-65b0a2357fe7",2,1,1,1,1.25,0
"rev-9e79421c-f7fa-4641-932f-1312ed0a20ed",3,3,2,2,7.5,1
"rev-9fb62bf7-4dc8-49e4-bca3-87ad74d0341d",3,1,1,2,3.75,0
"rev-8c4f986b-c1e6-4800-8522-f80b48a056ba",2,1,1,2,2.5,0
"rev-f95f8bd9-8054-4be5-95e4-c69a7c369fc5",3,1,1,3,5,1
"rev-699909cd-5b58-4842-b62e-f7b407eb3da0",2,1,3,2,5,1
"rev-19f85e46-ae17-4b43-b0cb-b2484d184544",3,3,1,2,6.25,1
"rev-9b684903-4747-40e4-b4f4-8759cebea075",3,3,1,2,6.25,1
"rev-3e7563d5-93be-44ba-af36-9950578f3d53",2,1,1,2,2.5,0
"rev-3a8883c5-7db2-4ab6-89a0-6f888d4c6a00",3,1,1,2,3.75,0
"rev-afe86125-8bd0-45e0-abcf-8012925b8b3b",3,3,2,3,8.75,1
"rev-76caf973-a800-4b09-8e65-f0b42cbbc363",3,3,2,3,8.75,1
"rev-d0d71f44-7d14-47ee-8583-f781ef8598d3",1,1,1,1,0,0
"rev-5a7979cc-6efe-4e81-abca-c7fb314b1e4f",1,3,1,1,2.5,0
"rev-f1366770-d229-4eb2-9e51-3cbdf1746680",2,1,1,2,2.5,0
"rev-d033fc4d-7403-48d6-b54d-c2109763c449",2,1,1,2,2.5,0
"rev-d434aaa0-288f-489c-bd73-c0ca367b09a1",2,1,1,1,1.25,0
"rev-e8993926-8be0-48e3-ac86-c947ee47a605",3,2,2,2,6.25,1
"rev-3a58efc7-5d87-4c42-82eb-5395b41220d8",1,1,1,1,0,0
"rev-607df85b-7139-49bc-ab35-563ec1b94adc",1,1,1,1,0,0
"rev-82e0b128-593b-4bd8-9cc7-ae5af47cf26d",2,1,1,1,1.25,0
"rev-7e75770c-6780-4599-b830-79b1e93ea1a4",2,1,1,1,1.25,0
"rev-42cc465d-8e3c-4d74-8cf0-851691cf4375",2,1,1,1,1.25,0
"rev-aa10bb6c-3b3c-4533-8132-abee4a59a915",2,1,1,2,2.5,0
"rev-833d7ee1-9791-4948-85b8-68c27e10ef4a",1,1,1,1,0,0
"rev-76044e81-76ab-42e7-a450-eb5c38a61cb5",3,3,1,2,6.25,1
"rev-99d45ec7-c7ea-4508-bacc-df2723b1e0cb",3,1,2,2,5,1
"rev-bc10690e-29ca-4f90-92b5-49483db93a52",2,1,1,1,1.25,0
"rev-6830bbf4-c17c-4770-896b-5f1d957a2cd4",2,1,1,2,2.5,0
"rev-dc25f7ed-be2c-4c9f-b7d1-ac817a98a7ec",3,3,3,3,10,1
"rev-4e2fb2a5-11d4-4af0-a9f1-9814d7624e84",1,1,1,1,0,0
"rev-06f97379-7b9c-4e5d-ba71-358979581fa7",3,2,2,2,6.25,1
"rev-9aca9131-fbad-4186-bc9a-798d012ecf7e",3,3,1,3,7.5,1
"rev-7f18884a-c7c9-484a-8caf-91f804e0c20e",2,1,2,2,3.75,0
"rev-f0bb887a-264b-4bf0-b8ec-1e4ed8ad1fe3",2,1,1,2,2.5,0
"rev-59ac3c77-5c52-4d89-8920-1fe3a62156b9",3,3,1,3,7.5,1
"rev-6d0a851a-1c32-4ea2-9981-ac3bde04a5b4",2,1,1,1,1.25,0
"rev-906cae4f-0fdf-4243-ad1a-994f298d189c",1,1,1,1,0,0
"rev-92798e67-0bda-4a1b-ae60-18ef4713cc6b",2,1,1,2,2.5,0
"rev-ef5ca44c-8ccb-459d-80f8-02b0b0fe4bab",3,3,2,3,8.75,1
"rev-82e5dd7a-c985-487d-9578-bc6b7d51f1c0",3,1,1,3,5,1
"rev-4ad8e939-1e18-49b7-a282-b612287683ad",3,3,1,3,7.5,1
"rev-4573f555-6fa1-4efe-9c7b-d59b9f30c06f",3,1,2,2,5,1
"rev-03665eff-5864-45f8-943c-49acc74d054c",2,2,1,3,5,1
"rev-4394e341-dc5f-4c3c-ab65-a62109d4f89e",2,1,1,2,2.5,0
"rev-6ffa9bc3-e7ba-4fc9-b1ca-73cde6f52bb0",2,1,1,1,1.25,0
"rev-0c86b787-c2c8-4a97-803f-4c18f4ee1231",1,1,1,1,0,0
"rev-7da55f0f-0f84-4315-89dc-452d1ce6d303",3,1,1,2,3.75,0
"rev-4fe7e5d8-1ebf-46c4-ba45-7173fe2356a2",2,1,1,2,2.5,0
"rev-fcb28d11-5a28-497f-825b-4b1e740c3088",2,2,2,2,5,1
"rev-a6820766-1036-41e1-9241-ae190012993a",2,1,1,2,2.5,0
"rev-32c1e74f-09b5-46c8-909b-810df299b1fd",3,1,1,2,3.75,0
"rev-eb0a457f-1a32-4d6f-8ffa-8e66ced475dd",3,3,2,3,8.75,1
"rev-0cc60aa2-0efa-4d04-95f0-986e0670d660",1,1,1,1,0,0
"rev-df256540-b271-4d26-acad-b6318e50e3f4",2,1,1,2,2.5,0
"rev-f9a68065-68f4-472b-bc14-8d8183765dcd",2,3,1,2,5,1
"rev-b80b2033-d672-4365-9254-fc5ad874eca5",3,3,2,3,8.75,1
"rev-4e86e223-86cd-4041-a48e-cd33e5d2a1c9",2,2,1,2,3.75,0
"rev-3ab9dc93-4d99-4c93-bf5f-422a631e5511",3,3,1,3,7.5,1
"rev-02fb7542-91df-4e85-be97-fed5515102b1",2,1,1,2,2.5,0
"rev-a99b0a97-68c1-4524-9cf8-fec055695ade",3,1,1,3,5,1
"rev-30b72ca2-c432-41f0-9b70-8a035218d05a",3,3,1,1,5,1
"rev-6969ba76-e732-4daa-8326-d11d7ee5c2dd",1,1,1,1,0,0
"rev-3622fb41-c6b0-4c6a-b071-8fefdb06ff15",2,1,3,3,6.25,1
"rev-9b314a11-ede3-4a64-9247-e2ce65f49098",2,1,1,2,2.5,0
"rev-0c55eaac-3244-4826-8e3a-584e6a8a8988",1,1,1,1,0,0
"rev-095c3000-57b5-4e8b-a54c-7dc467b03251",3,1,1,3,5,1
"rev-b0627a40-b9cb-435c-8897-f9858ffce4d7",2,1,1,3,3.75,0
"rev-104d2345-28b1-4cdf-ab7f-8832f9e30fbb",3,3,1,1,5,1
"rev-39acf5b4-4f57-4a17-9e81-7d5923b6ec96",2,3,1,1,3.75,0
"rev-df1c0bc2-3cdc-4680-9b45-3dea8b0ed7e8",2,1,1,1,1.25,0
"rev-164ab126-5a43-464c-ae30-bf67370432ca",1,1,1,1,0,0
"rev-2eea1739-184d-422f-a4d4-19379c8f7f36",2,1,2,1,2.5,0
"rev-92bfb0f0-eceb-4874-b49d-f6c0d5147dc1",2,1,1,1,1.25,0
"rev-d0bb88e3-91d2-435d-9ddb-bb277fc81666",3,3,1,2,6.25,1
"rev-9c32706d-2580-4f43-bcd6-1a1c4bc7d6c1",3,1,1,2,3.75,0
"rev-c863571f-bf97-428c-8722-6ce88f7b491b",2,1,1,1,1.25,0
"rev-6bc1f855-8738-40d9-aa9f-1d18b1233e7c",3,3,1,3,7.5,1
"rev-adb38962-a44c-4ff4-b16c-1e66372ca8b7",3,1,1,1,2.5,0
"rev-f4b8d6aa-583c-4b19-94e6-b4dd3bf7e91f",2,1,2,2,3.75,0
"rev-2f3fab42-3e39-4689-9f57-ee2695ba4019",3,1,1,1,2.5,0
"rev-e7e3b87a-5be3-42fe-b774-2862f7781890",2,1,1,1,1.25,0
"rev-c6acc529-0a41-4682-9333-27c7ecd23ec9",2,1,1,1,1.25,0
"rev-9d6b3695-200b-471a-ad11-7034f4c9ef97",3,1,1,1,2.5,0
"rev-1d343fa3-7c9d-4ef8-b223-2973150fe89f",2,1,1,2,2.5,0
"rev-737e8e00-27b2-4b56-8ba4-d44e8877c2b1",2,3,1,2,5,1
"rev-0dcc8306-46ef-4645-8b97-668229e32200",2,2,1,2,3.75,0
"rev-becc3501-f5a9-4613-9bcc-d0da90ec0d09",3,2,1,2,5,1
"rev-a93b2a12-b76f-495a-8ce1-323ddde1acad",2,1,1,1,1.25,0
"rev-44ab3622-50c3-4c4f-87b0-8590d2ff0008",1,1,1,1,0,0
"rev-4f998e9e-50b0-447a-b5f2-d74c49435bdc",2,2,2,2,5,1
"rev-2667a2c2-b765-4562-b4be-8f8799a05931",3,1,1,2,3.75,0
"rev-3232606a-f153-4a8f-9adb-f7c9ae952a2a",3,1,1,3,5,1
"rev-6f3e5f87-1b43-4087-8499-c528d13c6d89",2,1,1,1,1.25,0
"rev-30ba85b7-8208-4033-8259-252189e358f5",2,3,1,1,3.75,0
"rev-6afcf73e-90ab-4c0f-b379-835d587ccd67",3,1,1,3,5,1
"rev-42d4f197-3816-4fad-8412-dc9eec27028c",1,1,1,1,0,0
"rev-c68375c8-e390-4558-bdf8-d7ec3e48b3ef",2,1,1,1,1.25,0
"rev-c1086a35-5208-40c6-8cc5-65dee7d0ec83",2,1,1,1,1.25,0
"rev-6680a41a-481b-4e8d-9a08-923672ef7fb4",3,3,1,2,6.25,1
"rev-8204cbae-9078-4dc5-8fb0-054785758d69",3,2,2,2,6.25,1
"rev-199b2ba7-5ca5-4604-8e2c-5b1c5bce6ead",3,1,1,3,5,1
"rev-04467fd8-d33a-4226-a919-7313029cc7ee",3,3,1,3,7.5,1
"rev-c5549484-9ffe-46cb-9f60-04188781af54",3,1,1,2,3.75,0
"rev-43c61de6-04d4-4839-bea4-ffb101f3770f",2,1,1,1,1.25,0
"rev-19ae9b0e-c90b-4dfe-ada1-70247a1f3c69",3,3,1,2,6.25,1
"rev-5b10fe3f-3dae-429d-831b-924d01370db8",2,1,1,1,1.25,0
"rev-9c437bf9-b9a7-40a4-a318-6199caeabd5b",2,1,2,1,2.5,0
"rev-d699c6cc-d983-4115-aa3d-ad27ffcdc5e7",2,1,1,2,2.5,0
"rev-e528cf34-efa5-42ec-adab-a972a6ce34c2",2,1,1,1,1.25,0
"rev-51dafe88-1111-44c3-b33b-217d980e2c14",3,3,3,3,10,1
"rev-0d110045-6713-4841-8118-73b4340c4dfc",2,1,1,2,2.5,0
"rev-84ac9569-d301-4884-9a0d-818d705b6c62",1,1,1,1,0,0
"rev-9f2efc07-2c26-44e2-b84d-57f650690b22",2,1,1,1,1.25,0
"rev-8e7c1273-ffb1-47eb-aa3a-7ac1547aa47b",3,3,1,3,7.5,1
"rev-de45c3ef-c1b8-4dbc-86f1-4f3988100438",2,3,1,2,5,1
"rev-6014ad0c-8d06-459c-9dd8-1dc426612d72",2,1,1,2,2.5,0
"rev-420d1dfa-d34f-4d81-9eae-8baf99bf0f05",3,3,3,3,10,1
"rev-50f61e3a-4a99-4da9-a70a-ab0cff45dfb2",3,1,1,1,2.5,0
"rev-5ef1cdb4-4e9d-490f-b645-03474da7541f",2,2,1,2,3.75,0
"rev-d9b91398-1a1b-469f-8b0c-f47401515bd0",2,1,1,2,2.5,0
"rev-b43dd84e-55cd-4330-a372-b73a368023c6",3,2,2,2,6.25,1
"rev-911e073d-9b17-4ff9-93ce-0d086acd4446",3,3,2,3,8.75,1
"rev-0d721db0-f985-4247-b350-a183fdedfe77",3,3,2,2,7.5,1
"rev-d678ac75-d458-46c5-a6cd-fe2a095b5b93",2,2,1,2,3.75,0
"rev-d58ff7f6-30e3-4586-855a-8912ea72d0b7",2,2,1,2,3.75,0
"rev-a3980007-91eb-4698-aed7-2a6bd9b4747b",3,3,2,3,8.75,1
"rev-8d31e7bb-0123-4aa8-817c-7be4b714cd2c",3,1,1,3,5,1
"rev-2a854a74-3c0e-4826-974b-ae092e66747d",2,1,1,2,2.5,0
"rev-6da9261f-3ebe-49aa-9b6c-0a210cd1519b",1,1,1,1,0,0
"rev-f99b0588-db37-494f-aebb-16624db30d13",2,1,1,2,2.5,0
"rev-e27eeede-fb43-4003-9d9b-b14ed1592315",2,3,2,2,6.25,1
"rev-342df481-303a-4ed1-88a1-a66a63d918cc",3,3,2,2,7.5,1
"rev-b5ec1c2d-ceee-43ef-ba69-10c9755e349d",2,1,2,2,3.75,0
"rev-25a582b6-4bfc-4c45-91d0-c9d1b9883aa9",2,1,1,1,1.25,0
"rev-7db76c7b-d688-458a-ace1-e34c534b8f41",2,1,2,2,3.75,0
"rev-5f41a818-ddb0-47ab-bee8-7f548c8c9ad4",3,3,1,2,6.25,1
"rev-b4bde32b-959b-43a7-95a9-b9bfe61f7f57",3,3,2,3,8.75,1
"rev-db156c80-e797-4ea5-b1d9-26447e7742b5",3,3,1,2,6.25,1
"rev-360aaf25-bc3e-4130-9904-65500272f8d8",3,3,2,3,8.75,1
"rev-80af140d-ff7f-4e62-8025-cab4aa72e970",2,3,2,2,6.25,1
"rev-2b820abc-ae60-4d4b-bc3b-489fa8471f3e",2,2,1,2,3.75,0
"rev-f6dac868-7068-42a1-b3e1-de27ede3f154",3,1,1,2,3.75,0
"rev-b962e895-e2ba-4fd3-9957-db4f47b7a514",1,1,1,1,0,0
"rev-553c609e-7967-4068-81ce-4a1799e72300",2,1,1,1,1.25,0
"rev-d22844ff-427e-47b3-9fad-68cb392eddc7",2,1,1,2,2.5,0
"rev-8768e4c6-8352-4e6c-b2ab-c8a419969269",2,2,2,2,5,1
"rev-43306aee-53c0-455b-9334-a89248f0ecf5",1,1,1,1,0,0
"rev-e7e0b4e7-e824-4795-bd0c-53b08cfa98f4",3,3,1,3,7.5,1
"rev-66151414-1b64-48ee-8e37-76f08d04f1c3",2,1,1,1,1.25,0
"rev-2d2bcf5d-d531-42fb-8f40-ff3b71736491",1,1,1,1,0,0
"rev-a36a00f7-432c-43e4-b551-ef218b273abd",1,1,1,1,0,0
"rev-08f3bc6a-5cac-4f3f-bff4-f09f15ac2233",2,1,1,2,2.5,0
"rev-3c0780da-1972-4832-80e5-e5b93ca48e24",3,1,1,3,5,1
"rev-2fce7477-2029-4a23-9dae-a75c3ae87fad",2,1,1,2,2.5,0
"rev-d8456d4d-6ca1-40b5-9897-9e72996df562",2,1,1,2,2.5,0
"rev-3ce30672-fa6a-4781-a8a3-559e1d6690b3",2,1,1,1,1.25,0
"rev-8fd98a16-16e6-4f38-bd9e-c7450b171454",2,1,1,1,1.25,0
"rev-8f8ecf10-43b4-4d21-b265-b6a24830dd37",2,1,1,2,2.5,0
"rev-6259eda6-aadf-48fb-94a1-184333eb05d4",3,3,1,1,5,1
"rev-70c701ce-82ef-4a09-b9b8-eb46bf2eb977",3,2,1,2,5,1
"rev-73a579f3-1c38-442c-a5f3-59c307f66362",1,1,1,1,0,0
"rev-eafb61fa-06d7-46cf-8e9c-c1f7d91e7970",2,1,1,1,1.25,0
"rev-7cec73cf-c8ab-4586-a738-ff2f2387eb43",2,1,1,1,1.25,0
"rev-1aecedfe-09b6-4e2f-bbdb-1aedecdcc0a9",1,1,1,1,0,0
"rev-f17a37d1-5172-470f-9576-35f629bc7acb",3,1,2,2,5,1
"rev-d82a8ebe-b99c-4f23-9edb-3ab9a8c671eb",1,1,1,1,0,0
"rev-80a678e2-3d43-4d3c-90f3-ebe413132b05",3,3,2,3,8.75,1
"rev-6fd4bbf7-7c15-49bc-9001-b638713bb6b8",3,1,1,3,5,1
"rev-daa3783e-f74c-451a-9588-543cdbb7656e",2,3,2,2,6.25,1
"rev-b8f65014-8396-42ac-8387-b17bf40b6962",2,2,1,2,3.75,0
"rev-6d45a868-d0fc-4e9f-b577-9d1588083f3c",1,1,1,1,0,0
"rev-4bb340db-3f68-4797-93ea-e1313fcdb9ae",3,3,2,3,8.75,1
"rev-10897116-d26f-4d41-8ca3-a8c96bfd40b6",2,1,1,1,1.25,0
"rev-206c273b-feef-4961-9c61-1d9ac3405cde",2,1,2,2,3.75,0
"rev-38eda7d9-8a01-4f08-81f4-ac7faba36ca9",3,3,1,1,5,1
"rev-cddb88b7-2ab9-420b-8a32-f6ba876393f1",2,1,1,2,2.5,0
"rev-a0d9cf95-85ed-4099-8188-4a55de45cdba",2,3,1,2,5,1
"rev-6c5aa2da-6a9d-4513-adde-5788faa4ec8b",2,1,1,1,1.25,0
"rev-1f344838-1c0f-4d3b-8ec1-0f3ead60a4e7",3,1,1,2,3.75,0
"rev-d3f0f1dd-4cc3-4907-bb7e-d301e5c130e5",1,1,2,2,2.5,0
"rev-1f0f0232-fa9e-47b1-82e7-349606b5e20b",2,2,1,1,2.5,0
"rev-a2609845-1065-4e61-9b09-49a19774f028",1,1,1,1,0,0
"rev-a8c65ede-a48e-4f43-b393-e3d991af1390",2,1,1,1,1.25,0
"rev-dc3a3bce-c54e-4e4c-82a8-129affe6ff22",2,1,1,2,2.5,0
"rev-f78aeefd-2839-4a18-9b8b-2d7616546c47",3,3,1,2,6.25,1
"rev-2e1f3a46-0ad8-4524-9b5b-af0d8ecdea4e",2,1,3,2,5,1
"rev-33cfd45e-fc4a-41c3-b921-16dc7a16ed10",3,3,2,3,8.75,1
"rev-7173d223-78fc-41f0-89fb-5fc2a1b78117",3,1,1,2,3.75,0
"rev-da019133-4791-4ba2-9356-6a97341a06ff",2,1,1,1,1.25,0
"rev-b4de198c-53a8-4ec8-b1fe-ac02f5d40383",1,1,1,1,0,0
"rev-119c4b41-088f-4b8c-adab-5f324ef6443e",3,1,1,3,5,1
"rev-ad6bd178-dd87-4b52-a13e-8bab576aa596",3,3,1,3,7.5,1
"rev-f3c81e07-9e51-4770-9a07-7f9da8691aba",3,3,2,3,8.75,1
"rev-72ab1bc8-9b1c-4e2a-af80-8d12bf89a260",3,2,1,2,5,1
"rev-940a323e-d4db-4a5e-8a82-43841d887813",1,1,1,1,0,0
"rev-9dbe9e16-e6a3-41b2-8d3f-1a88c63fd2ff",2,1,1,2,2.5,0
"rev-16a6c710-5518-4151-8a2b-5cfe1c80f699",1,1,1,1,0,0
"rev-5754ed8a-7eb3-44bc-995b-eae0dbbe1600",2,2,1,2,3.75,0
"rev-5a82db34-7b01-49f1-8231-3c661b8e651f",2,2,1,2,3.75,0
"rev-a3e8af58-f2b7-4a83-aec8-ab2032c3affe",1,3,1,1,2.5,0
"rev-7492ef66-f27b-4238-a5fc-75282b0aae28",2,1,2,1,2.5,0
"rev-72bb93c2-ea34-4620-8160-c19282c0f9b5",2,1,1,2,2.5,0
"rev-3208389a-2f2c-4f62-893e-b29154398698",3,2,1,3,6.25,1
"rev-f8267b90-837e-4ec2-80ef-1eb0f109bd2e",1,1,1,1,0,0
"rev-390ebcfa-d6ff-4292-8428-36d0457f0589",3,1,2,2,5,1
"rev-5e667f37-ba40-4545-b944-b2a75e301aa0",2,2,1,2,3.75,0
"rev-0620d547-79bd-4672-990d-83daf614be05",1,1,1,1,0,0
"rev-d5ad07bb-f813-42f9-94fe-60f731e0c5c7",3,3,1,3,7.5,1
"rev-62294b02-d0aa-44c2-8891-ebb2179a2acc",2,1,1,1,1.25,0
"rev-06262323-0884-4283-a498-d7eab9edbd08",2,1,1,2,2.5,0
"rev-4b38997a-ef44-4046-8cf3-91088d4596d9",2,1,1,1,1.25,0
"rev-dca005eb-9088-4872-9323-fc764c0a506e",3,3,2,3,8.75,1
"rev-4a30e73f-0584-4dc4-a3a1-70691bff11ed",1,3,1,1,2.5,0
"rev-2c97dba6-90a1-4921-a7ae-1736c108b4a6",2,1,1,2,2.5,0
"rev-cb0fe4f8-a4ea-42fb-bfc6-befd19c0d5a8",3,3,2,2,7.5,1
"rev-63ce43dd-aa15-4eb8-8330-c2b9b8382194",3,1,1,3,5,1
"rev-b1e570fe-efc6-47db-b648-8d58c573e0d9",3,3,3,3,10,1
"rev-8d0f2c34-a3ff-4bed-92de-db83793e75e7",1,1,1,1,0,0
"rev-50f95a77-edd3-4c7e-b9a3-8f5bc35e88a0",2,1,1,2,2.5,0
"rev-3c13d3bd-91d4-421e-8f9a-3dda82f49f35",2,1,1,1,1.25,0
"rev-6b76a41e-03b6-4951-86a8-f60abbaf1cf1",2,3,1,2,5,1
"rev-32f90ff2-7110-4bde-9a9e-c41a2e4cd1a7",3,1,1,2,3.75,0
"rev-194102cf-ed32-4135-af98-ead587ff7f05",2,2,2,2,5,1
"rev-567f1cb5-4e81-4575-a415-8fda350befbc",3,1,1,3,5,1
"rev-b9ebbaa1-eaa9-41eb-9441-dfe242752a32",1,1,1,1,0,0
"rev-c7a7acbf-9efd-495c-a00b-98974b34d0d1",3,3,2,3,8.75,1
"rev-c703975b-af5e-4c11-a75d-75db464f3580",2,1,1,2,2.5,0
"rev-8a25af03-cbad-425c-9196-e0fba64296e3",2,1,1,1,1.25,0
"rev-985c482c-e141-4e7d-9ffe-e74e40b2e2f5",2,1,1,1,1.25,0
"rev-34f4df98-4e7f-447c-ade3-45c4387579e7",2,2,2,2,5,1
"rev-3e0390b9-1994-4434-bfee-2f9a1a98fc3f",2,3,2,2,6.25,1
"rev-d6dfcf52-f5dd-4a2d-a5b1-d7ed59a654a6",3,2,1,2,5,1
"rev-468b73f7-b691-44f1-923a-180c005f3952",2,1,1,1,1.25,0
